,gene_ID,gene_name
1792105,ENSG00000255285.1,RP11-358N4.5
1792108,ENSG00000168930.13,TRIM49
1792147,ENSG00000250946.2,RP11-358N4.6
1792155,ENSG00000166013.11,TRIM53BP
1792162,ENSG00000204455.7,TRIM51BP
1792170,ENSG00000254558.1,RP11-81M19.3
1792174,ENSG00000189253.7,TRIM64B
1792191,ENSG00000255235.1,RP11-313I2.8
1792195,ENSG00000254617.1,AP000648.3
1792201,ENSG00000254785.1,RP11-81M19.1
1792205,ENSG00000255055.1,MTND1P35
1792208,ENSG00000223417.9,TRIM49D1
1792268,ENSG00000233802.8,TRIM49D2
1792304,ENSG00000254818.1,RP11-529A4.4
1792308,ENSG00000278837.1,RP11-529A4.16
1792311,ENSG00000255360.1,RP11-529A4.15
1792316,ENSG00000254655.1,RP11-529A4.5
1792319,ENSG00000204450.8,TRIM64
1792337,ENSG00000255305.1,RP11-529A4.7
1792341,ENSG00000237706.4,TRIM51EP
1792349,ENSG00000225581.3,TRIM53AP
1792357,ENSG00000255184.1,RP11-313I2.7
1792364,ENSG00000204449.3,TRIM49C
1792386,ENSG00000254803.1,RP11-529A4.9
1792389,ENSG00000254916.1,RP11-529A4.12
1792393,ENSG00000223709.6,TRIM64EP
1792401,ENSG00000255011.1,RP11-529A4.10
1792406,ENSG00000254888.2,RP11-716D19.1
1792409,ENSG00000255009.4,UBTFL1
1792416,ENSG00000254436.1,AP000648.6
1792419,ENSG00000286665.1,CMB9-76D16.1
1792423,ENSG00000207299.1,ENSG10010135523.1
1792426,ENSG00000279299.1,AP000648.4
1792429,ENSG00000077616.11,NAALAD2
1792626,ENSG00000280385.1,AP000648.5
1792629,ENSG00000110172.12,CHORDC1
1792814,ENSG00000280367.1,RP11-121L10.2
1792817,ENSG00000261645.7,DISC1FP1
1792864,ENSG00000214391.3,TUBAP2
1792867,ENSG00000266703.1,MIR4490
1792870,ENSG00000280430.1,RP11-660M18.1
1792873,ENSG00000221586.1,MIR1261
1792876,ENSG00000280085.1,RP11-678K21.1
1792879,ENSG00000279209.1,RP11-678K21.2
1792882,ENSG00000279438.1,RP11-678K21.3
1792885,ENSG00000254677.1,OSBPL9P2
1792888,ENSG00000255070.1,OSBPL9P3
1792891,ENSG00000255187.2,LINC02748
1792904,ENSG00000280124.1,RP11-739P6.1
1792907,ENSG00000278980.1,RP11-739P6.2
1792910,ENSG00000280093.1,RP11-843F11.1
1792913,ENSG00000255332.8,LINC02756
1792963,ENSG00000254961.1,TUBB4BP4
1792966,ENSG00000278859.1,RP11-806N19.2
1792969,ENSG00000242248.2,RPL7AP57
1792972,ENSG00000165323.16,FAT3
1793122,ENSG00000235547.3,NDUFB11P1
1793125,ENSG00000249255.1,PGAM1P9
1793128,ENSG00000254705.1,RP11-675M1.2
1793135,ENSG00000244244.2,RPS3AP42
1793138,ENSG00000255506.1,RP11-203F8.1
1793142,ENSG00000282916.2,LINC02746
1793147,ENSG00000255127.3,RP11-676F20.2
1793157,ENSG00000255287.1,SNRPGP16
1793160,ENSG00000254874.1,RP11-676F20.1
1793164,ENSG00000134640.3,MTNR1B
1793191,ENSG00000242807.1,RPL26P31
1793194,ENSG00000278892.1,RP11-183A22.3
1793197,ENSG00000279304.1,RP11-573M3.6
1793200,ENSG00000180773.15,SLC36A4
1793301,ENSG00000255445.1,RP11-573M3.3
1793304,ENSG00000280379.1,RP11-573M3.2
1793307,ENSG00000279269.1,RP11-573M3.5
1793310,ENSG00000233737.3,RP11-573M3.4
1793313,ENSG00000255233.1,RP11-755E23.3
1793317,ENSG00000279684.1,RP11-755E23.2
1793320,ENSG00000165325.15,DEUP1
1793574,ENSG00000166002.7,SMCO4
1793630,ENSG00000234106.3,SRP14P2
1793633,ENSG00000240202.3,RN7SL223P
1793636,ENSG00000279454.1,RP11-178H8.1
1793639,ENSG00000278953.1,RP11-178H8.2
1793642,ENSG00000255515.1,RP11-178H8.3
1793645,ENSG00000166004.15,CEP295
1793807,ENSG00000199875.1,Y_RNA
1793810,ENSG00000254911.3,SCARNA9
1793813,ENSG00000275146.1,ENSG10010135528.1
1793816,ENSG00000273885.1,ENSG10010138116.1
1793819,ENSG00000279696.1,RP11-178H8.7
1793822,ENSG00000166012.17,TAF1D
1794077,ENSG00000207112.1,SNORA25
1794080,ENSG00000206799.1,SNORA32
1794083,ENSG00000202314.1,SNORD6
1794086,ENSG00000206834.1,SNORA1
1794089,ENSG00000207304.1,SNORA8
1794092,ENSG00000239195.1,SNORD5
1794095,ENSG00000207145.1,SNORA18
1794098,ENSG00000284458.1,MIR1304
1794101,ENSG00000210825.1,SNORA40
1794104,ENSG00000182919.15,C11orf54
1794358,ENSG00000284057.1,RP11-606E8.2
1794402,ENSG00000042429.12,MED17
1794891,ENSG00000214376.6,VSTM5
1794917,ENSG00000206911.1,Y_RNA
1794920,ENSG00000255995.1,HPRTP4
1794923,ENSG00000256752.1,HPRT1P3
1794926,ENSG00000181333.12,HEPHL1
1794972,ENSG00000227593.2,PHBP16
1794975,ENSG00000110218.9,PANX1
1795006,ENSG00000250519.7,RP11-680H20.2
1795036,ENSG00000256745.1,ARPC3P3
1795039,ENSG00000183560.9,IZUMO1R
1795066,ENSG00000123901.9,GPR83
1795091,ENSG00000020922.13,MRE11
1795332,ENSG00000221230.1,MIR548L
1795335,ENSG00000255893.1,RP11-685N10.1
1795339,ENSG00000168876.9,ANKRD49
1795434,ENSG00000257057.3,C11orf97
1795448,ENSG00000134627.12,PIWIL4
1795596,ENSG00000196371.4,FUT4
1795604,ENSG00000255929.5,RP11-867G2.8
1795616,ENSG00000280167.1,RP11-867G2.4
1795619,ENSG00000233536.2,RP11-867G2.5
1795627,ENSG00000255666.7,LINC02700
1795666,ENSG00000166025.18,AMOTL1
1795747,ENSG00000256469.1,RP11-856F16.2
1795751,ENSG00000213368.3,ST13P11
1795754,ENSG00000150316.12,CWC15
1795799,ENSG00000186280.7,KDM4D
1795827,ENSG00000255653.1,RP11-60C6.3
1795830,ENSG00000235268.2,KDM4E
1795838,ENSG00000274486.1,RP11-60C6.8
1795841,ENSG00000256779.2,RP11-60C6.5
1795847,ENSG00000257012.1,RP11-60C6.6
1795850,ENSG00000255855.2,KDM4F
1795857,ENSG00000277984.1,RP11-735A19.3
1795860,ENSG00000263465.5,SRSF8
1795875,ENSG00000149218.5,ENDOD1
1795885,ENSG00000270689.1,BUD13P1
1795888,ENSG00000270578.1,RP11-712B9.5
1795891,ENSG00000245552.7,RP11-712B9.2
1795950,ENSG00000149212.12,SESN3
1796047,ENSG00000282834.1,RP11-712B9.6
1796050,ENSG00000250390.2,RP11-338H14.1
1796055,ENSG00000285842.1,CTD-2564P9.4
1796062,ENSG00000255605.1,RP11-644L4.1
1796067,ENSG00000273600.1,CTD-2564P9.3
1796070,ENSG00000077458.13,FAM76B
1796248,ENSG00000166037.11,CEP57
1796513,ENSG00000087053.20,MTMR2
1798460,ENSG00000222578.1,RNA5SP345
1798463,ENSG00000242993.1,RPL32P25
1798466,ENSG00000184384.14,MAML2
1798493,ENSG00000285921.1,RP11-822I2.1
1798499,ENSG00000266192.3,MIR1260B
1798502,ENSG00000149231.16,CCDC82
1799278,ENSG00000183340.7,JRKL
1799292,ENSG00000255679.1,JRKL-AS1
1799298,ENSG00000200411.1,RNA5SP346
1799301,ENSG00000256684.1,LINC02737
1799307,ENSG00000254587.2,RP11-360K13.1
1799319,ENSG00000255376.1,RP11-360K13.2
1799322,ENSG00000255205.1,MED28P5
1799325,ENSG00000270753.1,RP11-693I21.1
1799328,ENSG00000255039.1,LINC02553
1799333,ENSG00000199315.1,RNA5SP347
1799336,ENSG00000255502.6,LINC02713
1799376,ENSG00000254555.1,RP11-379J13.1
1799379,ENSG00000255380.1,RP11-684B20.1
1799382,ENSG00000254939.1,CTD-2342I9.1
1799385,ENSG00000254599.1,RP11-115E19.1
1799390,ENSG00000254830.1,RP11-99C10.1
1799394,ENSG00000149972.11,CNTN5
1799737,ENSG00000223269.1,RN7SKP53
1799740,ENSG00000255547.1,RPA2P3
1799743,ENSG00000242165.3,RN7SL222P
1799746,ENSG00000255059.1,PPIAP43
1799749,ENSG00000248027.1,ARHGAP42-AS1
1799753,ENSG00000165895.19,ARHGAP42
1799931,ENSG00000200047.1,RN7SKP115
1799934,ENSG00000082175.15,PGR
1800102,ENSG00000282728.1,PGR-AS1
1800115,ENSG00000255504.2,RP11-788M5.3
1800118,ENSG00000137672.13,TRPC6
1800242,ENSG00000263885.1,MIR3920
1800245,ENSG00000254506.1,RP11-748H22.1
1800252,ENSG00000254534.1,RP11-748H22.2
1800256,ENSG00000187151.7,ANGPTL5
1800293,ENSG00000110318.15,CEP126
1800413,ENSG00000137691.13,CFAP300
1800477,ENSG00000274097.1,RNA5SP535
1800480,ENSG00000260008.1,RP11-732A21.2
1800483,ENSG00000277459.1,RP11-732A21.3
1800486,ENSG00000137693.14,YAP1
1800677,ENSG00000254422.1,RP11-864G5.3
1800681,ENSG00000243777.1,RP11-864G5.1
1800684,ENSG00000270868.1,RP11-864G5.7
1800687,ENSG00000271600.1,RP11-864G5.8
1800690,ENSG00000212466.1,RNU6-952P
1800693,ENSG00000288528.1,RP11-640G3.1
1800698,ENSG00000023445.16,BIRC3
1800849,ENSG00000110330.9,BIRC2
1801035,ENSG00000152558.15,TMEM123
1801122,ENSG00000255337.1,RP11-315O6.1
1801126,ENSG00000255482.1,RP11-315O6.2
1801131,ENSG00000137673.9,MMP7
1801158,ENSG00000137674.4,MMP20
1801194,ENSG00000256916.1,RP11-817J15.2
1801204,ENSG00000281655.1,RP11-817J15.3
1801209,ENSG00000137675.5,MMP27
1801235,ENSG00000118113.12,MMP8
1801356,ENSG00000255282.6,WTAPP1
1801382,ENSG00000225678.2,AP000619.5
1801394,ENSG00000256254.1,AP000647.3
1801397,ENSG00000166670.10,MMP10
1801434,ENSG00000196611.6,MMP1
1801477,ENSG00000256035.1,AP000619.6
1801480,ENSG00000149968.12,MMP3
1801526,ENSG00000262406.3,MMP12
1801552,ENSG00000255469.1,BOLA3P1
1801555,ENSG00000238562.1,RNU7-159P
1801558,ENSG00000137745.12,MMP13
1801632,ENSG00000276521.1,RP11-690D19.4
1801637,ENSG00000239861.1,RP11-690D19.1
1801640,ENSG00000137692.12,DCUN1D5
1801810,ENSG00000260966.1,RP11-690D19.3
1801813,ENSG00000187240.17,DYNC2H1
1802459,ENSG00000285878.1,RP11-2I22.1
1802463,ENSG00000254895.2,MTCO3P15
1802466,ENSG00000254931.2,MTATP6P15
1802469,ENSG00000255417.1,MTCO2P15
1802472,ENSG00000255350.1,MTCO1P15
1802475,ENSG00000254565.1,MTND2P26
1802478,ENSG00000253245.2,MTND1P36
1802481,ENSG00000254824.1,RP11-37O16.8
1802484,ENSG00000254987.1,RP11-563P16.1
1802491,ENSG00000264200.1,MIR4693
1802494,ENSG00000170962.13,PDGFD
1802542,ENSG00000255548.1,RP11-617B3.2
1802546,ENSG00000170967.5,DDI1
1802554,ENSG00000280773.2,ENSG00000280773
1802557,ENSG00000256422.6,LINC02552
1802680,ENSG00000270449.1,RP11-681H10.1
1802683,ENSG00000254569.1,RP11-693N9.1
1802686,ENSG00000204403.9,CASP12
1802900,ENSG00000235505.7,CASP4LP
1802952,ENSG00000196954.14,CASP4
1803062,ENSG00000284715.1,RP11-886D15.5
1803066,ENSG00000137757.11,CASP5
1803243,ENSG00000137752.24,CASP1
1803498,ENSG00000204397.9,CARD16
1803524,ENSG00000288255.1,RP11-693N9.4
1803527,ENSG00000254750.1,CASP1P2
1803538,ENSG00000255221.4,CARD17
1803554,ENSG00000255430.1,CASP1P1
1803558,ENSG00000255501.3,CARD18
1803617,ENSG00000254767.1,OR2AL1P
1803620,ENSG00000255336.1,RP11-94P11.3
1803623,ENSG00000278640.1,Metazoa_SRP
1803626,ENSG00000152578.13,GRIA4
1803906,ENSG00000255403.1,HSPD1P13
1803909,ENSG00000222663.1,RNU4-55P
1803912,ENSG00000252081.1,RNU6-277P
1803915,ENSG00000285813.1,RP11-822P4.2
1803919,ENSG00000170903.11,MSANTD4
1803971,ENSG00000182359.15,KBTBD3
1804027,ENSG00000149313.11,AASDHPPT
1804087,ENSG00000254433.1,RP11-677I18.3
1804097,ENSG00000287846.1,RP11-677I18.5
1804100,ENSG00000254580.1,LINC02719
1804105,ENSG00000286345.1,RP11-648J7.1
1804109,ENSG00000254811.5,RP11-680E19.1
1804125,ENSG00000255065.1,RP11-680E19.2
1804129,ENSG00000287802.1,CTD-2579L12.1
1804133,ENSG00000152402.11,GUCY1A2
1804201,ENSG00000274584.1,RP11-819M15.2
1804205,ENSG00000213252.3,RP11-819M15.1
1804208,ENSG00000255353.1,ASS1P13
1804211,ENSG00000261098.1,RP11-819C21.1
1804214,ENSG00000152404.15,CWF19L2
1804327,ENSG00000225215.1,SMARCE1P1
1804330,ENSG00000137760.15,ALKBH8
1804492,ENSG00000270969.1,CTD-2355J17.2
1804495,ENSG00000110675.13,ELMOD1
1804598,ENSG00000255483.1,AP000889.2
1804601,ENSG00000254758.1,AP000889.1
1804605,ENSG00000170290.4,SLN
1804635,ENSG00000254702.1,CTD-2651C21.3
1804639,ENSG00000110660.15,SLC35F2
1804762,ENSG00000240652.1,RP11-832N8.1
1804765,ENSG00000179331.3,RAB39A
1804775,ENSG00000288012.1,RP11-95J9.3
1804778,ENSG00000166266.14,CUL5
1804898,ENSG00000200855.1,Y_RNA
1804901,ENSG00000255467.1,RP11-144G7.2
1804907,ENSG00000075239.14,ACAT1
1805258,ENSG00000285696.1,RP11-144G7.4
1805262,ENSG00000149308.17,NPAT
1805349,ENSG00000149311.20,ATM
1806701,ENSG00000206967.1,Y_RNA
1806704,ENSG00000166323.13,C11orf65
1806856,ENSG00000178202.13,POGLUT3
1806937,ENSG00000110723.12,EXPH5
1807020,ENSG00000178105.11,DDX10
1807168,ENSG00000240698.1,RPS2P39
1807171,ENSG00000254730.1,RP11-801G16.2
1807175,ENSG00000255379.1,CYCSP29
1807178,ENSG00000203334.5,RP11-25I9.3
1807181,ENSG00000255528.1,RP11-25I9.2
1807185,ENSG00000201243.1,RNU6-654P
1807188,ENSG00000200613.1,RNA5SP349
1807191,ENSG00000264997.1,SNORD39
1807194,ENSG00000255028.5,RP11-708B6.2
1807206,ENSG00000185742.7,C11orf87
1807216,ENSG00000254890.1,RP11-10A7.1
1807219,ENSG00000254482.1,RP11-386B1.1
1807222,ENSG00000254659.3,LINC02715
1807241,ENSG00000137710.17,RDX
1807688,ENSG00000254798.1,TFAMP2
1807691,ENSG00000287245.1,RP11-361A21.4
1807696,ENSG00000224776.3,RPSAP50
1807699,ENSG00000270423.1,RP11-361A21.3
1807702,ENSG00000255210.1,RP11-344L21.1
1807705,ENSG00000149289.11,ZC3H12C
1807755,ENSG00000254416.6,LINC02732
1807780,ENSG00000137714.3,FDX1
1807794,ENSG00000137727.13,ARHGAP20
1808026,ENSG00000233497.4,HNRNPA1P60
1808029,ENSG00000255149.1,RP11-97I14.1
1808032,ENSG00000287556.1,RP11-89C3.6
1808036,ENSG00000200168.1,RNA5SP350
1808039,ENSG00000271390.1,RP11-89C3.3
1808042,ENSG00000271584.2,LINC02550
1808051,ENSG00000287028.1,RP11-89C3.5
1808056,ENSG00000239354.1,RPS17P15
1808059,ENSG00000270202.1,RP11-89C3.2
1808062,ENSG00000150750.9,C11orf53
1808109,ENSG00000196167.10,COLCA1
1808128,ENSG00000214290.8,COLCA2
1808236,ENSG00000288097.1,RP11-76P21.4
1808244,ENSG00000264032.1,MIR4491
1808247,ENSG00000110777.12,POU2AF1
1808317,ENSG00000253099.1,RNU2-60P
1808320,ENSG00000255428.1,RP11-794P6.1
1808326,ENSG00000255093.2,RP11-794P6.2
1808382,ENSG00000137707.13,BTG4
1808426,ENSG00000286028.1,RP11-794P6.8
1808430,ENSG00000207811.3,MIR34B
1808433,ENSG00000207562.3,MIR34C
1808436,ENSG00000254980.1,RP11-794P6.6
1808440,ENSG00000183644.14,HOATZ
1808505,ENSG00000204381.12,LAYN
1808666,ENSG00000170145.5,SIK2
1808706,ENSG00000235286.1,AP000925.2
1808709,ENSG00000223324.1,RN7SKP273
1808712,ENSG00000137713.16,PPP2R1B
1808965,ENSG00000254990.5,RP11-108O10.2
1808976,ENSG00000086848.15,ALG9
1809282,ENSG00000258529.5,RP11-108O10.8
1809348,ENSG00000254450.1,ALG9-IT1
1809352,ENSG00000254949.1,GNG5P3
1809355,ENSG00000255561.7,FDXACB1
1809395,ENSG00000137720.8,C11orf1
1809459,ENSG00000176343.5,RPL37AP8
1809462,ENSG00000109846.9,CRYAB
1809682,ENSG00000170276.6,HSPB2
1809692,ENSG00000254445.1,HSPB2-C11orf52
1809719,ENSG00000149300.10,C11orf52
1809753,ENSG00000150764.14,DIXDC1
1809908,ENSG00000238965.1,RNA5SP351
1809911,ENSG00000255286.2,RP11-708L7.7
1809915,ENSG00000255334.1,RP11-708L7.6
1809919,ENSG00000150768.17,DLAT
1810433,ENSG00000230911.1,PPIHP1
1810436,ENSG00000238444.1,RNU6-893P
1810439,ENSG00000271025.1,RP11-708L7.9
1810442,ENSG00000150773.12,PIH1D2
1810568,ENSG00000150776.18,NKAPD1
1810702,ENSG00000150779.12,TIMM8B
1810736,ENSG00000204370.13,SDHD
1810850,ENSG00000255292.9,AP002884.2
1810892,ENSG00000150782.12,IL18
1810957,ENSG00000254638.1,RP11-356J5.4
1810963,ENSG00000150783.10,TEX12
1810994,ENSG00000197580.13,BCO2
1811276,ENSG00000214264.4,KCTD9P4
1811281,ENSG00000255231.1,MRPS36P4
1811284,ENSG00000243930.1,RPS12P21
1811287,ENSG00000150787.8,PTS
1811384,ENSG00000243250.1,RPS6P16
1811387,ENSG00000188771.5,PLET1
1811401,ENSG00000268472.2,RP11-356J5.13
1811404,ENSG00000213234.4,ST13P10
1811407,ENSG00000250303.4,LINC02762
1811430,ENSG00000206772.1,RNU6-44P
1811433,ENSG00000254968.7,LINC02763
1811455,ENSG00000213233.5,RPL23AP62
1811458,ENSG00000255484.2,LINC02764
1811464,ENSG00000212397.1,ENSG10010134996.1
1811467,ENSG00000285769.2,RP11-27G22.2
1811478,ENSG00000287006.1,RP11-27G22.3
1811483,ENSG00000254626.1,RP11-27G22.1
1811487,ENSG00000288070.1,RP11-217B19.1
1811492,ENSG00000247416.4,RP11-629G13.1
1811508,ENSG00000149294.17,NCAM1
1812175,ENSG00000238998.1,RNU7-187P
1812178,ENSG00000227487.4,NCAM1-AS1
1812193,ENSG00000255129.6,RP11-839D17.3
1812208,ENSG00000149292.17,TTC12
1812694,ENSG00000270179.1,RP11-159N11.4
1812697,ENSG00000170209.5,ANKK1
1812732,ENSG00000256757.1,RP11-159N11.3
1812738,ENSG00000149295.14,DRD2
1812873,ENSG00000265140.1,MIR4301
1812876,ENSG00000166682.13,TMPRSS5
1813155,ENSG00000256091.1,MTRF1LP1
1813158,ENSG00000086827.9,ZW10
1813249,ENSG00000243353.1,RPS29P19
1813252,ENSG00000257070.1,RP11-667M19.4
1813255,ENSG00000256603.1,RP11-667M19.2
1813259,ENSG00000228607.2,CLDN25
1813267,ENSG00000256167.1,ATF4P4
1813272,ENSG00000255870.1,RP11-667M19.5
1813275,ENSG00000257101.1,LRRC37A13P
1813278,ENSG00000048028.11,USP28
1813630,ENSG00000256452.1,RP11-667M19.10
1813635,ENSG00000255710.2,RP11-667M19.9
1813638,ENSG00000201687.1,RNU6-1107P
1813641,ENSG00000149305.7,HTR3B
1813699,ENSG00000166736.12,HTR3A
1813838,ENSG00000109906.15,ZBTB16
1814108,ENSG00000286463.1,RP11-635F12.1
1814112,ENSG00000256947.1,RP11-64D24.2
1814117,ENSG00000166741.8,NNMT
1814165,ENSG00000256195.3,RP11-64D24.4
1814175,ENSG00000180425.11,C11orf71
1814192,ENSG00000076053.12,RBM7
1814293,ENSG00000255663.1,RP11-212D19.4
1814311,ENSG00000076043.11,REXO2
1814497,ENSG00000256533.1,RP11-212D19.5
1814500,ENSG00000255982.1,NXPE2P1
1814503,ENSG00000270204.1,RP11-172C16.5
1814506,ENSG00000095110.8,NXPE1
1814602,ENSG00000238724.1,ENSG10010135851.1
1814605,ENSG00000137634.10,NXPE4
1814640,ENSG00000256674.1,RP11-172C16.4
1814643,ENSG00000204361.10,NXPE2
1814661,ENSG00000252870.1,ENSG10010136340.1
1814664,ENSG00000182985.18,CADM1
1814973,ENSG00000287897.1,AP000465.1
1814977,ENSG00000256972.1,AP000462.3
1814981,ENSG00000255580.1,AP000462.2
1814985,ENSG00000256315.1,AP000462.1
1814995,ENSG00000256281.1,RP11-136I14.2
1814999,ENSG00000257087.1,RP11-136I14.3
1815002,ENSG00000255903.2,RPL12P46
1815005,ENSG00000255689.1,RP11-136I14.5
1815010,ENSG00000239153.1,ENSG10010135983.1
1815013,ENSG00000255599.1,AP000997.1
1815018,ENSG00000260254.1,AP000997.2
1815021,ENSG00000279771.1,AP000997.3
1815024,ENSG00000256717.1,LINC02698
1815029,ENSG00000279818.1,CTC-774J1.1
1815032,ENSG00000288020.1,CTC-774J1.3
1815038,ENSG00000246100.4,LINC00900
1815071,ENSG00000257067.6,LINC02703
1815089,ENSG00000244259.1,AP000797.1
1815092,ENSG00000239600.1,AP000797.2
1815095,ENSG00000236437.1,LINC02151
1815099,ENSG00000278945.1,AP000770.2
1815102,ENSG00000237937.6,LINC02702
1815121,ENSG00000137656.12,BUD13
1815183,ENSG00000226645.1,AP006216.10
1815187,ENSG00000109917.11,ZPR1
1815335,ENSG00000110243.12,APOA5
1815384,ENSG00000236267.1,AP006216.5
1815388,ENSG00000285513.1,RP11-87O6.1
1815392,ENSG00000110244.7,APOA4
1815404,ENSG00000110245.12,APOC3
1815455,ENSG00000118137.10,APOA1
1815515,ENSG00000235910.2,APOA1-AS
1815523,ENSG00000160584.17,SIK3
1815825,ENSG00000200537.1,RNY4P6
1815828,ENSG00000234268.1,AP000936.1
1815831,ENSG00000224077.1,AP000936.4
1815836,ENSG00000225236.1,AP000936.5
1815841,ENSG00000254851.1,RP11-109L13.1
1815848,ENSG00000254678.1,RP11-109L13.5
1815851,ENSG00000168092.14,PAFAH1B2
1815943,ENSG00000149577.16,SIDT2
1816366,ENSG00000149591.17,TAGLN
1816465,ENSG00000160613.14,PCSK7
1816698,ENSG00000280143.1,AP000892.6
1816701,ENSG00000167257.11,RNF214
1816867,ENSG00000252992.1,ENSG10010139921.1
1816870,ENSG00000186318.18,BACE1
1817159,ENSG00000278768.2,BACE1-AS
1817170,ENSG00000276505.1,CMB9-94B1.2
1817173,ENSG00000110274.16,CEP164
1817407,ENSG00000250699.1,AP000892.4
1817412,ENSG00000271412.1,PRR13P3
1817415,ENSG00000177103.15,DSCAML1
1817704,ENSG00000279586.1,AP000711.1
1817707,ENSG00000270403.1,RP11-35P15.1
1817710,ENSG00000137731.14,FXYD2
1817800,ENSG00000254844.4,RP11-728F11.3
1817805,ENSG00000255245.4,FXYD6-FXYD2
1817858,ENSG00000254528.7,RP11-728F11.4
1817871,ENSG00000137726.17,FXYD6
1818132,ENSG00000137747.16,TMPRSS13
1818293,ENSG00000110324.11,IL10RA
1818393,ENSG00000255274.9,SMIM35
1818427,ENSG00000272075.2,RN7SL828P
1818430,ENSG00000137648.19,TMPRSS4
1818745,ENSG00000177098.9,SCN4B
1818788,ENSG00000149575.9,SCN2B
1818827,ENSG00000160593.19,JAML
1819029,ENSG00000255163.1,HSPE1P18
1819032,ENSG00000160588.10,MPZL3
1819093,ENSG00000149573.9,MPZL2
1819147,ENSG00000280032.1,RP11-832A4.7
1819150,ENSG00000198851.10,CD3E
1819220,ENSG00000254992.1,RP11-215H18.5
1819223,ENSG00000167286.10,CD3D
1819280,ENSG00000160654.11,CD3G
1819364,ENSG00000110344.10,UBE4A
1819482,ENSG00000254873.1,RP11-770J1.5
1819489,ENSG00000285827.1,RP11-770J1.8
1819520,ENSG00000167283.8,ATP5MG
1819583,ENSG00000269944.1,RP11-770J1.7
1819586,ENSG00000255384.1,RP11-770J1.4
1819589,ENSG00000118058.23,KMT2A
1819973,ENSG00000255435.7,RP11-770J1.3
1819995,ENSG00000172425.12,TTC36
1820033,ENSG00000149582.16,TMEM25
1820374,ENSG00000118096.10,IFT46
1820597,ENSG00000243431.1,RPL5P30
1820600,ENSG00000095139.14,ARCN1
1820702,ENSG00000207185.1,RNU6-1157P
1820705,ENSG00000019144.19,PHLDB1
1821163,ENSG00000255176.1,AP002954.3
1821167,ENSG00000284246.1,MIR6716
1821170,ENSG00000118094.12,TREH
1821285,ENSG00000255239.2,TREHP1
1821291,ENSG00000255422.3,AP002954.4
1821300,ENSG00000207462.1,RNU6-376P
1821303,ENSG00000287238.1,CTC-89C10.1
1821307,ENSG00000110367.13,DDX6
1821441,ENSG00000278376.1,RP11-158I9.8
1821444,ENSG00000254478.1,RP11-158I9.1
1821447,ENSG00000254621.1,SETP16
1821450,ENSG00000201535.2,Y_RNA
1821453,ENSG00000160683.5,CXCR5
1821463,ENSG00000245869.2,RP11-158I9.5
1821467,ENSG00000186174.13,BCL9L
1821544,ENSG00000264211.1,MIR4492
1821547,ENSG00000110375.3,UPK2
1821570,ENSG00000239726.3,RN7SL688P
1821573,ENSG00000222529.1,Y_RNA
1821576,ENSG00000176302.13,FOXR1
1821620,ENSG00000280502.1,Metazoa_SRP
1821623,ENSG00000283691.1,Y_RNA
1821626,ENSG00000255121.2,CENATAC-DT
1821633,ENSG00000186166.9,CENATAC
1821752,ENSG00000240970.1,RPL23AP64
1821755,ENSG00000254428.1,RP11-110I1.11
1821759,ENSG00000254909.1,RP11-110I1.5
1821762,ENSG00000118181.11,RPS25
1821818,ENSG00000196655.12,TRAPPC4
1821955,ENSG00000283704.1,ENSG00000283704
1821958,ENSG00000137700.18,SLC37A4
1822202,ENSG00000255114.1,RP11-110I1.6
1822206,ENSG00000149428.19,HYOU1
1822760,ENSG00000271751.1,RP11-110I1.14
1822763,ENSG00000272186.1,VPS11-DT
1822766,ENSG00000160695.15,VPS11
1822911,ENSG00000256269.10,HMBS
1823561,ENSG00000188486.3,H2AX
1823578,ENSG00000172269.20,DPAGT1
1824138,ENSG00000172375.14,C2CD2L
1824264,ENSG00000172273.13,HINFP
1824382,ENSG00000172350.10,ABCG4
1824512,ENSG00000160703.16,NLRX1
1824704,ENSG00000172367.16,PDZD3
1824883,ENSG00000248712.7,CCDC153
1824932,ENSG00000110395.7,CBL
1825092,ENSG00000222249.1,RNU6-262P
1825095,ENSG00000076706.17,MCAM
1825238,ENSG00000284148.1,MIR6756
1825241,ENSG00000252119.1,ENSG10010136286.1
1825244,ENSG00000173456.5,RNF26
1825252,ENSG00000245385.2,RP11-334E6.10
1825256,ENSG00000223953.6,C1QTNF5
1825289,ENSG00000235718.9,MFRP
1825385,ENSG00000036672.16,USP2
1825503,ENSG00000245248.8,USP2-AS1
1825570,ENSG00000254740.2,RP11-334E6.3
1825577,ENSG00000254590.1,RP11-334E6.2
1825580,ENSG00000254892.1,RP11-334E6.4
1825583,ENSG00000154096.14,THY1
1825672,ENSG00000263873.1,THY1-AS1
1825676,ENSG00000255377.1,DUXAP5
1825679,ENSG00000230716.3,KRT8P7
1825682,ENSG00000254561.4,RP11-196E1.3
1825695,ENSG00000110400.11,NECTIN1
1825764,ENSG00000199217.1,RNU6-1123P
1825767,ENSG00000255247.1,NECTIN1-AS1
1825772,ENSG00000254854.1,CTD-2523D13.2
1825778,ENSG00000254406.1,RP11-215D10.1
1825781,ENSG00000287545.1,RP11-215D10.3
1825785,ENSG00000288047.1,RP11-215D10.2
1825790,ENSG00000286992.1,RP11-831A10.4
1825794,ENSG00000254863.2,LINC02744
1825812,ENSG00000255216.2,RP11-831A10.1
