,gene_ID,gene_name
890569,ENSG00000248185.1,CTD-2049O17.1
890573,ENSG00000287179.1,CTC-531G16.1
890577,ENSG00000178394.5,HTR1A
890592,ENSG00000248285.1,RP11-158J3.2
890596,ENSG00000164197.12,RNF180
890641,ENSG00000236068.2,NT5ELP
890648,ENSG00000186479.5,RGS7BP
890675,ENSG00000242547.3,RN7SL169P
890678,ENSG00000201869.1,RNU6-294P
890681,ENSG00000224296.3,MRPL49P1
890684,ENSG00000145642.12,SHISAL2B
890730,ENSG00000153006.16,SREK1IP1
890766,ENSG00000153015.16,CWC27
890845,ENSG00000272370.1,RP11-307L14.1
890848,ENSG00000272354.1,RP11-307L14.2
890851,ENSG00000207439.1,Y_RNA
890854,ENSG00000049192.15,ADAMTS6
891029,ENSG00000248288.1,CTD-2194F4.2
891033,ENSG00000250732.1,RPEP1
891036,ENSG00000205644.5,CTD-2375G15.1
891039,ENSG00000250081.1,CTD-2116N20.1
891043,ENSG00000123219.13,CENPK
891316,ENSG00000113593.12,PPWD1
891542,ENSG00000113595.15,TRIM23
891675,ENSG00000207352.1,RNU6-540P
891678,ENSG00000113597.18,TRAPPC13
891872,ENSG00000253251.3,SHLD3
891889,ENSG00000197860.10,SGTB
891934,ENSG00000123213.23,NLN
892077,ENSG00000251648.2,CTD-2353N24.1
892080,ENSG00000269961.1,ERBIN-DT
892083,ENSG00000112851.15,ERBIN
892546,ENSG00000252904.1,ENSG10010139371.1
892549,ENSG00000286314.1,CTD-2033C11.2
892553,ENSG00000285999.1,AC025442.4
892557,ENSG00000153914.16,SREK1
892769,ENSG00000253744.1,AC025442.3
892773,ENSG00000248846.3,LINC02065
892778,ENSG00000251391.5,RP11-305P14.1
892843,ENSG00000286062.1,RP11-305P14.2
892848,ENSG00000250313.3,LINC02229
892853,ENSG00000234838.3,PPIAP78
892856,ENSG00000069020.18,MAST4
893312,ENSG00000248803.1,RP11-287J9.1
893315,ENSG00000249057.1,MAST4-IT1
893318,ENSG00000229666.1,MAST4-AS1
893322,ENSG00000134061.5,CD180
893337,ENSG00000251206.1,CTD-2187J20.1
893342,ENSG00000286647.1,CTC-352D11.1
893346,ENSG00000249364.6,RP11-434D9.1
893438,ENSG00000250978.5,RP11-357D18.1
893450,ENSG00000239870.1,RP11-83M16.1
893453,ENSG00000249736.1,LINC02242
893458,ENSG00000249238.1,BCL9P1
893461,ENSG00000250669.1,RP11-83M16.3
893464,ENSG00000249721.1,RP11-83M16.4
893467,ENSG00000250421.5,RP11-83M16.6
893478,ENSG00000249894.1,RP11-434D9.2
893483,ENSG00000273860.1,CTD-3066C23.1
893486,ENSG00000253801.2,CTD-2060F24.1
893489,ENSG00000252108.1,RNU6-1232P
893492,ENSG00000213864.3,EEF1B2P2
893495,ENSG00000253787.1,LINC02219
893500,ENSG00000145675.15,PIK3R1
893755,ENSG00000251044.2,CTD-2582M21.1
893759,ENSG00000248884.1,CTC-537E7.3
893764,ENSG00000248359.2,CTC-537E7.2
893777,ENSG00000249588.1,CTC-537E7.1
893781,ENSG00000249335.2,CTC-340D7.1
893799,ENSG00000250289.1,VWA8P1
893802,ENSG00000212249.2,U8
893805,ENSG00000250066.1,RP11-141O11.1
893809,ENSG00000276309.1,RN7SKP251
893812,ENSG00000249352.4,LINC02198
893820,ENSG00000250237.1,CTC-498J12.1
893824,ENSG00000249183.1,SUMO2P4
893827,ENSG00000145740.19,SLC30A5
893970,ENSG00000248664.1,CTC-498J12.3
893978,ENSG00000220986.1,ENSG10010137403.1
893981,ENSG00000280894.1,SNORA50D
893984,ENSG00000134057.15,CCNB1
894087,ENSG00000280187.1,CTC-351M12.1
894090,ENSG00000153044.10,CENPH
894180,ENSG00000134056.12,MRPS36
894228,ENSG00000134058.12,CDK7
894507,ENSG00000183323.13,CCDC125
894635,ENSG00000213830.3,CFL1P5
894638,ENSG00000215006.4,CHCHD2P2
894641,ENSG00000271045.1,NDUFB9P1
894644,ENSG00000085231.14,AK6
894711,ENSG00000273841.5,TAF9
894788,ENSG00000152942.19,RAD17
895320,ENSG00000152939.17,MARVELD2
895454,ENSG00000244717.1,RPS27P14
895457,ENSG00000249295.1,RP11-241G9.3
895464,ENSG00000266477.2,RN7SL616P
895467,ENSG00000197822.12,OCLN
895719,ENSG00000212260.1,RNU6-724P
895722,ENSG00000183474.16,GTF2H2C
896000,ENSG00000248477.6,NAIPP3
896012,ENSG00000250138.4,RP11-848G14.5
896015,ENSG00000253203.6,GUSBP3
896026,ENSG00000248769.1,RP11-974F13.5
896029,ENSG00000198237.8,GUSBP13
896036,ENSG00000251158.1,RP11-98J23.1
896039,ENSG00000249230.1,CDH12P2
896042,ENSG00000205572.10,SERF1B
896111,ENSG00000205571.14,SMN2
896345,ENSG00000285151.1,AC140134.2
896348,ENSG00000179978.11,NAIPP2
896362,ENSG00000253492.1,CDH12P3
896365,ENSG00000254701.3,RP11-1415C14.4
896371,ENSG00000253816.3,GUSBP14
896377,ENSG00000226259.10,GTF2H2B
896428,ENSG00000269983.1,RP11-497H16.9
896431,ENSG00000250687.6,NAIPP1
896450,ENSG00000253333.1,RP11-497H16.8
896455,ENSG00000196302.5,GUSBP15
896461,ENSG00000253366.3,GUSBP16
896468,ENSG00000288349.1,RP11-589F5.3
896471,ENSG00000254335.1,CDH12P1
896474,ENSG00000172058.16,SERF1A
896564,ENSG00000172062.17,SMN1
896737,ENSG00000285204.1,RP11-974F13.3
896740,ENSG00000249437.8,NAIP
896963,ENSG00000145736.14,GTF2H2
897191,ENSG00000230847.4,OCLNP1
897198,ENSG00000251634.2,NAIPP4
897209,ENSG00000253900.1,CDH12P4
897212,ENSG00000215630.6,GUSBP9
897218,ENSG00000235558.3,GUSBP17
897224,ENSG00000250387.3,LINC02197
897239,ENSG00000253985.1,RP11-136K7.3
897244,ENSG00000169040.14,PMCHL2
897261,ENSG00000249981.1,RP11-136K7.1
897265,ENSG00000145734.19,BDP1
897496,ENSG00000253536.1,RP11-1174L13.2
897499,ENSG00000247911.3,HMGN1P12
897502,ENSG00000131844.17,MCCC2
898493,ENSG00000164326.5,CARTPT
898508,ENSG00000278824.1,RP11-1315F8.2
898512,ENSG00000285804.2,CTD-2292N2.1
898524,ENSG00000131711.15,MAP1B
898601,ENSG00000264099.1,MIR4803
898604,ENSG00000113048.17,MRPS27
898800,ENSG00000244748.3,RN7SL153P
898803,ENSG00000049883.15,PTCD2
899039,ENSG00000244061.1,RP11-389C8.1
899042,ENSG00000251108.1,YBX1P5
899045,ENSG00000261269.1,RP11-389C8.2
899048,ENSG00000178175.12,ZNF366
899088,ENSG00000248371.5,LINC02056
899100,ENSG00000251613.4,CTC-347C20.1
899131,ENSG00000226544.4,RPL7P22
899134,ENSG00000223497.1,H2BL1P
899137,ENSG00000206770.1,Y_RNA
899140,ENSG00000249085.1,CTD-2631K10.1
899144,ENSG00000083312.19,TNPO1
899620,ENSG00000263593.1,MIR4804
899623,ENSG00000242602.1,RPL35AP13
899626,ENSG00000271926.1,CTD-2376I4.1
899629,ENSG00000272081.1,FCHO2-DT
899632,ENSG00000157107.14,FCHO2
899801,ENSG00000251467.1,CTC-250P20.2
899804,ENSG00000248930.1,CHP1P1
899807,ENSG00000157111.13,TMEM171
899834,ENSG00000251599.1,RP11-232L2.2
899838,ENSG00000250747.1,RP11-232L2.1
899841,ENSG00000164325.8,TMEM174
899854,ENSG00000287090.1,RP11-232L2.3
899859,ENSG00000249743.6,RP11-60A8.1
899903,ENSG00000251543.1,LINC02230
899907,ENSG00000249149.2,RP11-79P5.3
899914,ENSG00000251493.5,FOXD1
899925,ENSG00000247993.2,FOXD1-AS1
899929,ENSG00000251604.1,LINC01385
899933,ENSG00000251324.1,LINC01386
899940,ENSG00000272525.1,BTF3-DT
899943,ENSG00000145741.16,BTF3
900074,ENSG00000255883.1,FUNDC2P1
900077,ENSG00000164331.10,ANKRA2
900138,ENSG00000164338.10,UTP15
900282,ENSG00000214944.10,ARHGEF28
900798,ENSG00000249293.1,CTC-575I10.1
900803,ENSG00000184084.7,CTD-2372A4.1
900806,ENSG00000238913.1,RNU7-196P
900809,ENSG00000259968.3,RP11-428C6.2
900812,ENSG00000248474.1,LINC02122
900816,ENSG00000248673.2,LINC01331
900828,ENSG00000248942.3,LINC01335
900845,ENSG00000244326.3,RN7SL814P
900848,ENSG00000249343.3,LINC01333
900921,ENSG00000250446.1,LINC01332
900925,ENSG00000171617.15,ENC1
901008,ENSG00000049860.14,HEXB
901164,ENSG00000164347.18,GFM2
901399,ENSG00000207336.1,RNU6-658P
901402,ENSG00000164346.10,NSA2
901454,ENSG00000198780.12,FAM169A
901614,ENSG00000199645.1,RNU6-1330P
901617,ENSG00000250071.1,CTD-2060C23.1
901620,ENSG00000271714.1,CTD-2377O17.1
901623,ENSG00000212363.1,ENSG10010136195.1
901626,ENSG00000287701.1,CTD-2503O16.5
901630,ENSG00000249856.1,CTD-2503O16.4
901637,ENSG00000196390.6,CTD-2503O16.3
901640,ENSG00000239517.1,CTD-2503O16.1
901643,ENSG00000182383.8,RPL27AP5
901646,ENSG00000249157.1,RP11-229C3.4
901649,ENSG00000176928.7,GCNT4
901670,ENSG00000145700.10,ANKRD31
901847,ENSG00000251663.1,SUMO2P5
901850,ENSG00000247372.2,CTD-2235C13.2
901855,ENSG00000113161.17,HMGCR
902287,ENSG00000113163.19,CERT1
903118,ENSG00000242198.1,CTD-2235C13.1
903121,ENSG00000122008.15,POLK
903492,ENSG00000251724.1,RNU7-175P
903495,ENSG00000248881.1,CTC-366B18.2
903499,ENSG00000272040.1,CTC-366B18.4
903502,ENSG00000189045.15,ANKDD1B
903745,ENSG00000152359.15,POC5
903939,ENSG00000207333.1,RNU6-680P
903942,ENSG00000251078.1,SLC25A5P9
903945,ENSG00000251419.1,RP11-524L6.4
903948,ENSG00000249301.1,RP11-524L6.3
903951,ENSG00000248684.1,BIN2P2
903954,ENSG00000228367.3,RP11-524L6.2
903957,ENSG00000249777.1,SAP18P1
903960,ENSG00000251342.1,CTC-235G5.2
903963,ENSG00000248127.1,CTC-235G5.3
903967,ENSG00000122012.14,SV2C
904033,ENSG00000252833.1,RNA5SP186
904036,ENSG00000251668.2,RP11-466P24.5
904039,ENSG00000254893.6,RAP1BL
904042,ENSG00000249014.2,HMGN2P4
904045,ENSG00000251107.1,PDCD5P2
904048,ENSG00000250348.1,RP11-466P24.6
904053,ENSG00000251235.3,SNRPCP2
904056,ENSG00000145703.16,IQGAP2
904554,ENSG00000250574.1,CTD-2275D10.2
904557,ENSG00000249713.1,CTD-2236F14.1
904561,ENSG00000164220.7,F2RL2
904580,ENSG00000225407.3,CTD-2384B11.2
904586,ENSG00000277188.1,ENSG10010134220.1
904589,ENSG00000278237.1,ENSG10010137189.1
904592,ENSG00000181104.7,F2R
904611,ENSG00000164251.5,F2RL1
904628,ENSG00000264391.2,RN7SL208P
904631,ENSG00000171643.14,S100Z
904671,ENSG00000252684.1,RNU6ATAC36P
904674,ENSG00000145708.11,CRHBP
904722,ENSG00000164252.13,AGGF1
904785,ENSG00000285000.1,CTC-564N23.6
904821,ENSG00000132846.6,ZBED3
904843,ENSG00000250615.1,CTC-564N23.2
904847,ENSG00000238961.1,SNORA47
904850,ENSG00000250802.7,ZBED3-AS1
905089,ENSG00000284762.1,CTC-337B15.3
905143,ENSG00000251566.1,HMGB1P35
905146,ENSG00000113231.14,PDE8B
905448,ENSG00000251400.1,ALDH7A1P1
905451,ENSG00000164253.14,WDR41
905838,ENSG00000244019.1,RPS2P24
905841,ENSG00000244363.3,RPL7P23
905844,ENSG00000171540.8,OTP
905859,ENSG00000171530.15,TBCA
905964,ENSG00000213763.4,ACTBP2
905967,ENSG00000253572.2,RP11-107N7.1
905971,ENSG00000287162.1,RP11-107N7.2
905975,ENSG00000132842.14,AP3B1
906132,ENSG00000253558.1,CTD-2179L22.1
906135,ENSG00000249372.1,ATP6V1G1P6
906138,ENSG00000251605.1,CTD-2037K23.1
906141,ENSG00000200331.1,RNU6-183P
906144,ENSG00000206714.1,Y_RNA
906147,ENSG00000245556.3,SCAMP1-AS1
906158,ENSG00000085365.18,SCAMP1
906266,ENSG00000145685.14,LHFPL2
906318,ENSG00000248909.1,HMGB1P21
906321,ENSG00000254170.1,CTD-2073O6.1
906326,ENSG00000254310.1,CTD-2045M21.1
906329,ENSG00000113273.17,ARSB
906402,ENSG00000132837.15,DMGDH
906566,ENSG00000214890.3,CTD-2299I21.1
906569,ENSG00000132840.10,BHMT2
906653,ENSG00000145692.15,BHMT
906705,ENSG00000201955.1,RNY3P1
906708,ENSG00000249829.2,CTC-422A18.1
906711,ENSG00000206592.1,ENSG10010137616.1
906714,ENSG00000250330.1,CTC-422A18.2
906718,ENSG00000152409.9,JMY
906749,ENSG00000213757.3,RPS3AP20
906752,ENSG00000152413.15,HOMER1
906829,ENSG00000213755.3,RP11-342F17.1
906832,ENSG00000243160.1,RP11-342F17.2
906835,ENSG00000207391.1,Y_RNA
906838,ENSG00000277818.1,Y_RNA
906841,ENSG00000164329.14,TENT2
907081,ENSG00000164309.15,CMYA5
907129,ENSG00000250258.1,CTC-431G16.2
907136,ENSG00000286818.1,CTC-431G16.4
907148,ENSG00000238254.3,CTC-431G16.3
907151,ENSG00000250888.1,LINC01455
907156,ENSG00000177034.17,MTX3
907239,ENSG00000113296.14,THBS4
907365,ENSG00000251050.1,RBX1P2
907368,ENSG00000249778.1,TRMT112P2
907371,ENSG00000249825.6,THBS4-AS1
907395,ENSG00000164300.17,SERINC5
907531,ENSG00000251675.1,CTC-458I2.2
907536,ENSG00000249438.2,KRT18P45
907539,ENSG00000184188.6,CTC-512J14.7
907543,ENSG00000251828.1,ENSG10010136765.1
907546,ENSG00000244076.1,CTC-512J14.1
907549,ENSG00000164299.7,SPZ1
907564,ENSG00000227087.4,RBMX2P5
907567,ENSG00000248569.1,CTC-512J14.5
907570,ENSG00000220157.4,HNRNPA1P12
907573,ENSG00000206774.1,RNU6-211P
907576,ENSG00000039319.17,ZFYVE16
907793,ENSG00000249042.6,CTD-2015H6.3
907806,ENSG00000152380.10,FAM151B
907860,ENSG00000242706.2,RPS27AP9
907863,ENSG00000240003.2,RPL7P24
907867,ENSG00000189127.8,ANKRD34B
907898,ENSG00000251366.1,DBIP2
907901,ENSG00000251221.1,LINC01337
907905,ENSG00000228716.7,DHFR
907986,ENSG00000249655.1,CTC-325J23.2
907990,ENSG00000271043.2,MTRNR2L2
907993,ENSG00000113318.11,MSH3
908229,ENSG00000248967.1,RP11-241J12.3
908232,ENSG00000244630.2,RP11-241J12.1
908235,ENSG00000251450.2,RASGRF2-AS1
908250,ENSG00000113319.13,RASGRF2
908414,ENSG00000251001.1,CTD-2193P3.1
908418,ENSG00000249772.1,CTD-2193P3.2
908422,ENSG00000247572.8,CKMT2-AS1
908473,ENSG00000131730.16,CKMT2
908614,ENSG00000248794.1,CTD-2248H3.1
908617,ENSG00000131732.12,ZCCHC9
908709,ENSG00000172497.9,ACOT12
908771,ENSG00000286721.1,CTD-2093G19.1
908775,ENSG00000145687.16,SSBP2
909161,ENSG00000287938.1,CTD-2249K22.3
909168,ENSG00000249483.1,CTD-2249K22.1
909171,ENSG00000214857.4,SEM1P1
909175,ENSG00000152348.16,ATG10
909300,ENSG00000236447.2,ATG10-IT1
909303,ENSG00000251495.1,PPIAP11
909306,ENSG00000248192.1,ATG10-AS1
909309,ENSG00000265684.2,RN7SL378P
909312,ENSG00000251374.1,RPS23P5
909315,ENSG00000186468.13,RPS23
909418,ENSG00000205464.13,ATP6AP1L
909454,ENSG00000248393.1,CTD-2015A6.1
909457,ENSG00000248870.1,CTD-2015A6.2
909460,ENSG00000249100.1,CTD-2218K11.2
909463,ENSG00000240411.2,RPL5P16
909466,ENSG00000248105.1,CTD-2218K11.3
909469,ENSG00000283359.1,MIR3977
909472,ENSG00000281327.2,LINC01338
909482,ENSG00000248112.1,RP11-78C3.1
909486,ENSG00000249857.1,CTD-2227C6.3
909489,ENSG00000248400.2,ST13P12
909493,ENSG00000249664.1,CTD-2227C6.2
909496,ENSG00000271862.1,RP11-343L5.2
909499,ENSG00000174695.10,TMEM167A
909534,ENSG00000238835.1,SCARNA18
909537,ENSG00000152422.16,XRCC4
909638,ENSG00000243385.2,CTD-2110K23.1
909642,ENSG00000251552.1,COQ10BP2
909645,ENSG00000251395.1,FTH1P9
909648,ENSG00000038427.16,VCAN
909874,ENSG00000249835.2,VCAN-AS1
909882,ENSG00000145681.11,HAPLN1
909960,ENSG00000253073.1,RN7SKP295
909963,ENSG00000206744.1,RNU6-620P
909966,ENSG00000242858.1,CTC-484M2.1
909969,ENSG00000202157.1,RNU4-11P
909972,ENSG00000250013.1,ZP3P1
909975,ENSG00000164176.13,EDIL3
910039,ENSG00000252861.1,RNU6-448P
910042,ENSG00000250320.6,EDIL3-DT
910089,ENSG00000214853.5,PPIAP79
910092,ENSG00000249349.1,CTC-384G19.1
910095,ENSG00000248674.1,RBBP4P6
910098,ENSG00000250253.3,RP11-1072N2.2
910102,ENSG00000249792.1,RP11-1072N2.3
910105,ENSG00000248170.1,RP11-1072N2.4
910109,ENSG00000248667.1,CTD-2331D11.2
910112,ENSG00000249023.1,CTD-2331D11.3
910115,ENSG00000249842.1,CTD-2331D11.4
910118,ENSG00000243859.3,RPL5P17
910121,ENSG00000251066.1,CTC-534B23.1
910124,ENSG00000250874.1,CTC-480C2.1
910127,ENSG00000241965.2,RPS2P25
910130,ENSG00000249153.1,CTD-2036A18.2
910133,ENSG00000250359.1,PTP4A1P4
910136,ENSG00000205449.11,NBPF22P
910156,ENSG00000280009.1,CTD-2123J17.2
910159,ENSG00000248195.1,CTC-261N6.3
910162,ENSG00000248363.5,CTC-261N6.1
910171,ENSG00000250124.1,CTC-261N6.2
910174,ENSG00000251585.1,CTD-2299E8.1
910177,ENSG00000127184.13,COX7C
910226,ENSG00000284078.1,SNORD138
910229,ENSG00000207013.1,RNU6-804P
910232,ENSG00000250544.2,LINC02059
910247,ENSG00000248701.1,CTC-493L21.2
910251,ENSG00000242477.1,CTD-2161E19.1
910254,ENSG00000249061.1,RP11-72L22.1
910262,ENSG00000233828.5,MIR4280HG
910274,ENSG00000251951.1,RN7SKP34
910277,ENSG00000265919.1,MIR4280
910280,ENSG00000288569.1,LINC01949
910287,ENSG00000145715.15,RASA1
910578,ENSG00000241243.3,RN7SL629P
910581,ENSG00000207452.1,RNU6-606P
910584,ENSG00000134480.16,CCNH
910729,ENSG00000285190.1,CTC-428H11.2
910736,ENSG00000200462.1,RNU6-727P
910739,ENSG00000249362.2,LINC02488
910747,ENSG00000248708.2,LINC02144
910755,ENSG00000287783.1,AC020930.1
910762,ENSG00000287862.1,CTD-2297M2.1
910775,ENSG00000164180.14,TMEM161B
911042,ENSG00000247828.8,TMEM161B-AS1
911395,ENSG00000207129.1,RNA5SP187
911398,ENSG00000240083.2,RPS3AP22
911401,ENSG00000206958.1,SNORA70
911404,ENSG00000250306.1,CTC-498M16.3
911407,ENSG00000250156.3,LINC02060
911418,ENSG00000271904.1,CTC-498M16.4
911422,ENSG00000245526.11,LINC00461
911600,ENSG00000250705.1,H3P23
911603,ENSG00000284447.1,MIR9-2
911606,ENSG00000245864.3,MEF2C-AS2
911623,ENSG00000250377.2,CTC-467M3.3
911641,ENSG00000250555.2,CTC-467M3.2
911645,ENSG00000081189.16,MEF2C
912408,ENSG00000248309.7,MEF2C-AS1
912486,ENSG00000250831.1,CTD-2232E5.2
912490,ENSG00000250437.1,LINC02161
912494,ENSG00000214942.6,AC113167.2
912529,ENSG00000264342.3,MIR3660
912532,ENSG00000248555.7,LINC01339
912592,ENSG00000253321.1,RP11-61G23.2
912596,ENSG00000260871.1,CTD-2373J6.1
912599,ENSG00000153140.9,CETN3
912683,ENSG00000255647.3,CTD-2373J6.2
912689,ENSG00000176055.10,MBLAC2
912706,ENSG00000113356.13,POLR3G
912820,ENSG00000176018.13,LYSMD3
912869,ENSG00000164199.18,ADGRV1
913720,ENSG00000249514.1,TMEM251P1
913723,ENSG00000248323.7,LUCAT1
914058,ENSG00000285618.1,CTD-2266L18.2
914063,ENSG00000212930.3,RP11-414H23.2
914066,ENSG00000251093.1,RP11-414H23.3
914069,ENSG00000199643.1,RNU4-90P
914072,ENSG00000234292.3,RP11-213H15.1
914075,ENSG00000286638.1,RP11-213H15.5
914078,ENSG00000277001.1,Metazoa_SRP
914081,ENSG00000240388.2,CTD-2061E19.1
914084,ENSG00000241059.2,CTD-2061E19.6
914087,ENSG00000113369.9,ARRDC3
914134,ENSG00000281357.3,ARRDC3-AS1
914165,ENSG00000251356.1,RAB5CP2
914168,ENSG00000286121.1,RP11-543L14.2
914179,ENSG00000248826.2,PCBP2P3
914182,ENSG00000276426.1,ENSG10010139183.1
914185,ENSG00000250049.7,RP11-348J24.1
914231,ENSG00000249776.5,RP11-133F8.2
914244,ENSG00000249169.1,CTC-529L17.1
914251,ENSG00000249984.1,CTC-529L17.2
914255,ENSG00000248588.2,CTC-458G6.4
914265,ENSG00000248950.1,LDHBP3
914268,ENSG00000249958.1,CCT7P2
914271,ENSG00000248528.1,LINC02058
914277,ENSG00000251361.1,CTD-2091N23.1
914282,ENSG00000286509.1,CTC-424O20.1
914287,ENSG00000213730.3,POLD2P1
914290,ENSG00000237187.9,NR2F1-AS1
914811,ENSG00000175745.14,NR2F1
914856,ENSG00000278905.1,RP11-65F13.3
914859,ENSG00000113391.19,FAM172A
915005,ENSG00000284336.1,MIR2277
915008,ENSG00000287180.1,RP11-65F13.4
915016,ENSG00000249353.2,NPM1P27
915019,ENSG00000248483.7,POU5F2
915027,ENSG00000272406.1,RP11-185E12.2
915031,ENSG00000287447.1,RP11-20O13.1
915035,ENSG00000251023.1,RP11-549J18.1
915038,ENSG00000286577.1,RP11-69G16.2
915044,ENSG00000185261.15,KIAA0825
915162,ENSG00000251544.1,MTND5P12
915165,ENSG00000254132.1,MTND6P3
915168,ENSG00000251340.1,MTCYBP35
915171,ENSG00000232578.4,CTC-303L1.1
915174,ENSG00000270133.1,CTC-303L1.2
915179,ENSG00000133302.13,SLF1
915293,ENSG00000175471.19,MCTP1
915710,ENSG00000249175.1,CTC-484P3.3
915716,ENSG00000243806.1,RPL7P18
915719,ENSG00000276514.1,ENSG10010137737.1
915722,ENSG00000249545.1,MCTP1-AS1
915726,ENSG00000153347.10,FAM81B
915847,ENSG00000225165.3,RTRAFP2
915850,ENSG00000198677.12,TTC37
916180,ENSG00000212259.1,RNU6-308P
916183,ENSG00000164291.17,ARSK
916271,ENSG00000178015.5,GPR150
916279,ENSG00000175449.14,RFESD
916362,ENSG00000145757.16,SPATA9
916452,ENSG00000250240.6,CTD-2154I11.2
916463,ENSG00000164292.13,RHOBTB3
916613,ENSG00000173221.14,GLRX
916675,ENSG00000251348.1,HSPD1P11
916678,ENSG00000251000.1,GGCTP1
916682,ENSG00000251409.1,AC008592.4
916686,ENSG00000236882.8,LINC01554
916703,ENSG00000272021.1,AC008592.8
916706,ENSG00000250362.1,AC008592.5
916714,ENSG00000118985.16,ELL2
916793,ENSG00000251314.2,CTD-2337A12.1
916806,ENSG00000250955.1,AC008592.7
916812,ENSG00000213716.3,FABP5P5
916815,ENSG00000250551.1,MIR583HG
916820,ENSG00000207578.1,MIR583
916823,ENSG00000206997.1,RNU6-524P
916826,ENSG00000249746.1,RP11-254I22.3
916830,ENSG00000250158.1,RP11-254I22.2
916834,ENSG00000175426.11,PCSK1
916923,ENSG00000153113.24,CAST
919111,ENSG00000249180.1,CTC-506B8.1
919115,ENSG00000164307.13,ERAP1
919259,ENSG00000248734.2,CTD-2260A17.1
919266,ENSG00000272109.2,CTD-2260A17.3
919276,ENSG00000247121.7,CTD-2260A17.2
919341,ENSG00000164308.17,ERAP2
919557,ENSG00000113441.16,LNPEP
919651,ENSG00000227836.1,AC008850.3
919655,ENSG00000200884.1,Y_RNA
919658,ENSG00000213701.4,SETP22
919661,ENSG00000251513.2,LIX1-AS1
919670,ENSG00000145721.12,LIX1
919699,ENSG00000058729.11,RIOK2
919781,ENSG00000206698.1,RNU1-73P
919784,ENSG00000286828.1,CTD-2215E18.4
919788,ENSG00000248758.1,CTD-2215E18.2
919792,ENSG00000251054.1,CTD-2215E18.3
919796,ENSG00000249761.1,CTD-2278B20.1
919799,ENSG00000251389.1,YTHDF1P1
919802,ENSG00000249977.1,RP11-155G15.3
919805,ENSG00000250331.2,LINC01340
919840,ENSG00000248931.1,MTCYBP40
919843,ENSG00000251193.1,RP11-72K17.1
919846,ENSG00000286953.1,CTD-2282K12.1
919852,ENSG00000248202.2,LINC02234
919868,ENSG00000249101.1,AC008834.2
919871,ENSG00000248901.2,LINC01846
919884,ENSG00000249135.1,RP11-274E7.1
919888,ENSG00000238000.1,PSME2P1
919891,ENSG00000176183.8,CH17-12M21.1
919894,ENSG00000250221.1,KRT8P32
919897,ENSG00000250830.1,MRPS35P2
919900,ENSG00000249990.1,MTCO2P24
919903,ENSG00000249448.1,MTCO1P24
919906,ENSG00000251102.1,CTBP2P4
919909,ENSG00000251553.1,DDX18P4
919912,ENSG00000174136.13,RGMB
919959,ENSG00000246763.7,RGMB-AS1
919989,ENSG00000279232.2,CTC-463N11.4
919994,ENSG00000250162.1,CSNK1A1P3
919997,ENSG00000153922.11,CHD1
920222,ENSG00000222610.1,RNU6-402P
920225,ENSG00000248489.2,LINC02062
920236,ENSG00000200351.1,Y_RNA
920239,ENSG00000241597.2,CTD-2007H13.1
920242,ENSG00000249444.2,RP11-93O17.1
920248,ENSG00000206356.5,RP11-93O17.2
920251,ENSG00000227762.4,GUSBP8
920257,ENSG00000249515.1,LINC02113
920261,ENSG00000248236.1,CTD-2151A2.2
920264,ENSG00000248928.1,CTD-2151A2.3
920267,ENSG00000250391.1,CRLF3P2
920270,ENSG00000249963.1,EEF1A1P20
920273,ENSG00000199378.1,Y_RNA
920276,ENSG00000270232.1,MTCYBP22
920279,ENSG00000270230.1,MTND6P22
920282,ENSG00000271687.1,MTND5P10
920285,ENSG00000270906.1,MTND4P35
920288,ENSG00000270350.1,MTND4LP5
920291,ENSG00000271480.1,MTND3P19
920294,ENSG00000270388.1,MTCO3P22
920297,ENSG00000270307.1,MTATP6P2
920300,ENSG00000270225.1,MTCO2P22
920303,ENSG00000271207.1,MTCO1P22
920306,ENSG00000274455.1,GUSBP7
920313,ENSG00000207077.1,RNU6-1119P
920316,ENSG00000275374.1,RP11-346J10.2
920323,ENSG00000273957.1,RP11-346J10.3
920327,ENSG00000249787.2,RP11-346J10.1
920403,ENSG00000247877.7,CTD-2001C12.1
920420,ENSG00000174132.9,FAM174A
920439,ENSG00000250806.2,CTC-293G12.1
920444,ENSG00000207269.1,RN7SKP62
920447,ENSG00000113532.13,ST8SIA4
920488,ENSG00000221263.1,MIR548P
920491,ENSG00000277506.1,RN7SL802P
920494,ENSG00000251261.4,OR7H2P
920497,ENSG00000249495.1,RP11-1152B5.1
920500,ENSG00000199786.1,RNA5SP188
920503,ENSG00000248261.2,CTD-2333K2.1
920508,ENSG00000173930.9,SLCO4C1
920540,ENSG00000222987.1,RN7SKP68
920543,ENSG00000205359.10,SLCO6A1
920694,ENSG00000249017.1,RP11-58B2.1
920701,ENSG00000250958.1,LINC00492
920705,ENSG00000250682.6,LINC00491
920744,ENSG00000247402.2,CTD-2340E1.2
920748,ENSG00000286338.1,CTC-439N6.1
920755,ENSG00000145730.21,PAM
921694,ENSG00000175749.11,EIF3KP1
921697,ENSG00000145723.17,GIN1
921776,ENSG00000145725.20,PPIP5K2
922268,ENSG00000248203.1,CTC-503K11.2
922272,ENSG00000181751.10,MACIR
922306,ENSG00000250567.1,CTD-2154H6.1
922310,ENSG00000226926.7,PDZPH1P
