steps_0_1,steps_2_3,steps_4_5,steps_6_7,steps_8_9,steps_10_11,steps_12_13,steps_14_15,steps_16_17,steps_18_19,steps_20_21,steps_22_23,steps_24_25,steps_26_27,steps_28_29,steps_30_31,steps_32_33,steps_34_35,steps_36_37,steps_38_39,steps_40_41,steps_42_43,steps_44_45,steps_46_47
80.57142857142857,79.71428571428572,79.14285714285715,79.42857142857143,79.14285714285715,79.71428571428572,80.28571428571428,80.28571428571428,81.14285714285714,82.28571428571428,81.71428571428572,80.85714285714286,80.85714285714286,80.85714285714286,80.85714285714286,79.14285714285715,78.85714285714286,79.42857142857143,80.0,80.0,79.42857142857143,78.28571428571428,76.85714285714286,74.57142857142857
81.14285714285714,80.0,80.28571428571428,78.85714285714286,79.42857142857143,79.42857142857143,80.0,79.14285714285715,80.28571428571428,82.57142857142857,82.85714285714286,82.28571428571428,83.14285714285714,83.14285714285714,83.42857142857143,84.85714285714285,81.42857142857143,80.0,80.28571428571428,81.71428571428572,81.42857142857143,79.42857142857143,79.71428571428572,74.28571428571429
80.0,77.71428571428571,77.42857142857143,77.42857142857143,78.0,78.0,77.71428571428571,78.57142857142857,80.85714285714286,81.14285714285714,82.28571428571428,81.42857142857143,81.71428571428572,81.42857142857143,79.71428571428572,79.42857142857143,77.42857142857143,79.14285714285715,80.0,79.14285714285715,77.42857142857143,75.71428571428571,75.14285714285714,72.28571428571429
77.42857142857143,77.42857142857143,75.71428571428571,75.71428571428571,75.71428571428571,76.0,74.85714285714286,75.14285714285714,76.0,77.71428571428571,80.57142857142857,81.71428571428572,81.71428571428572,81.71428571428572,82.0,80.57142857142857,79.71428571428572,78.0,78.57142857142857,79.14285714285715,79.14285714285715,78.0,74.0,73.42857142857143
78.0,78.0,76.85714285714286,76.28571428571429,77.14285714285715,76.0,76.85714285714286,77.71428571428571,79.42857142857143,78.57142857142857,80.28571428571428,80.85714285714286,81.42857142857143,80.85714285714286,81.42857142857143,80.57142857142857,79.42857142857143,79.14285714285715,78.85714285714286,79.42857142857143,77.14285714285715,79.71428571428572,76.28571428571429,73.71428571428571
76.85714285714286,76.0,74.57142857142857,74.57142857142857,74.85714285714286,74.85714285714286,74.85714285714286,75.42857142857143,76.57142857142857,76.0,78.0,78.57142857142857,78.28571428571428,79.42857142857143,77.71428571428571,76.85714285714286,78.0,78.28571428571428,77.42857142857143,76.28571428571429,76.85714285714286,74.28571428571429,73.71428571428571,71.71428571428572
79.14285714285715,76.85714285714286,76.57142857142857,77.42857142857143,76.57142857142857,77.14285714285715,78.0,78.28571428571428,79.14285714285715,79.14285714285715,81.14285714285714,81.14285714285714,81.42857142857143,80.85714285714286,80.0,79.42857142857143,79.71428571428572,79.42857142857143,80.0,79.42857142857143,79.14285714285715,78.28571428571428,76.0,73.42857142857143
80.57142857142857,79.14285714285715,79.14285714285715,79.14285714285715,78.57142857142857,78.57142857142857,79.42857142857143,80.85714285714286,80.85714285714286,82.0,82.57142857142857,82.0,82.57142857142857,82.28571428571428,82.85714285714286,82.57142857142857,80.0,78.0,79.42857142857143,79.14285714285715,78.0,79.14285714285715,76.85714285714286,74.57142857142857
78.57142857142857,77.42857142857143,77.42857142857143,76.85714285714286,77.14285714285715,77.42857142857143,78.0,78.57142857142857,78.28571428571428,80.57142857142857,81.42857142857143,82.0,83.42857142857143,82.85714285714286,82.28571428571428,81.14285714285714,79.71428571428572,79.14285714285715,80.0,80.0,80.28571428571428,78.57142857142857,78.0,74.85714285714286
78.0,76.28571428571429,74.85714285714286,75.14285714285714,74.57142857142857,75.71428571428571,74.85714285714286,75.14285714285714,75.71428571428571,77.42857142857143,81.71428571428572,82.0,81.42857142857143,82.0,80.0,80.28571428571428,78.85714285714286,77.71428571428571,78.85714285714286,79.14285714285715,79.71428571428572,77.71428571428571,77.42857142857143,71.42857142857143
